ResponseID,StartDate,EndDate,Finished,totalduration,laybeliefs1,laybeliefs2,rtlaybeliefs1,laybeliefs3,laybeliefs4,rtlaybeliefs2,laybeliefs5,laybeliefs6,rtlaybeliefs3,laybeliefs7,laybeliefs8,rtlaybeliefs4,personalitylay1,personalitylay2,personalitylay3,policy1,rtpolicy1,policy2,rtpolicy2,policy3,rtpolicy3,policy4,rtpolicy4,openended,reader,reader1,reader2,english,gender,genderspecify,age,politicalavg,political1,political2,political3,white,black,latin,native,eastasia,southeast,southasia,middleeast,otherrace,racespecify,workstatus,edu,class,country,countryspecify,citizen,citizenspecify,born,bornspecify,HITsubmitted,HITsubmittedyes,demomerge,persavg,incavg,inccen,layavg,laycen,laycenXinccen,dvavg,gibberish,supportavg,entavg,entcen,entcenXlaycen,eplus1sd,eminus1sd,eplus1sdXlaycen,eminus1sdXlaycen,lay_beliefs,mindset_about_personality,layavgXentavg
R_1qe127Ahzbqsr4T,1/12/2021 19:41:39,1/12/2021 19:45:46,1,247,3,3,15.376,3,3,7.501,2,3,8.047,3,3,10.816,3,4,3,1,33.16,1,14.254,1,21.694,1,8.951,"First there were questions about whether I believe how someone looks is indicative of their character. Then there were questions about whether people have the ability to change. Then there were questions about whether the government, the military, private organizations, or schools should be able to use facial recognition software to make important decisions about people.",1,none,none,1,1, ,28,3.333333254,2,4,4,1, , , , , , , , , ,3,7,4,1, ,1, ,1, ,1,matched (3),matched (3),3.333333254,3.666666746,-0.052287512,2.875,0.106617644,-0.005574771,1,0,1,3.333333254,0.052287508,0.005574771,1.389510989,-1.284935951,0.148146391,-0.13699685,2.875,3.333333254,9.583333015
R_Z9rVDVHbm6NZECR,1/12/2021 18:21:29,1/12/2021 18:34:28,1,779,5,5,35.701,5,4,9.923,5,4,7.37,4,4,8.4,5,5,5,2,217.993,2,10.857,4,12.428,5,9.93,The main points of the statements was to analyze face recognition.,1,none,none,1,2, ,35,1,1,1,1, , , , , , , , ,1,Black American,3,7,1,1, ,1, ,1, ,1,matched (3),matched (3),5,2,-1.718954206,4.5,1.731617689,-2.97657156,3.25,0,3.25,5,1.718954206,2.97657156,3.056177616,0.381730735,5.292131424,0.661011696,4.5,5,22.5
R_2tx3m0GMgd4YguF,1/12/2021 17:20:05,1/12/2021 17:22:59,1,173,5,4,10.801,3,4,6.941,2,4,6.876,4,4,6.419,5,5,5,1,27.733,1,8.558,1,6.828,2,4.701,I answered if I thought it was appropriate to use facial analysis software in various scenarios from army job recruiting to police stations.,1,None,None,1,1, ,43,6,6,6,6,1, , , , , , , , , ,3,6,1,1, ,1, ,1, ,1,matched (3),matched (3),5,2,-1.718954206,3.75,0.98161763,-1.687355757,1.25,0,1.25,5,1.718954206,1.687355757,3.056177616,0.381730735,2.999997854,0.374713629,3.75,5,18.75
R_3g1scZ3kFc7Lgzb,1/12/2021 21:25:41,1/12/2021 21:28:49,1,188,2,2,5.951,1,1,13.801,1,2,5.876,2,1,5.716,4,4,4,1,39.736,1,11.1,1,10.857,1,13.146,"The statements were about using facial recognition technology to make different inferences about people (criminality, intelligence, etc.)",1,none,none,1,1, ,31,2,2,2,2,1, , , , , , , , , ,3,5,3,1, ,1, ,1, ,1,matched (3),matched (3),4,3,-0.718954265,1.5,-1.268382311,0.911908865,1,0,1,4,0.718954265,-0.911908865,2.056177616,-0.618269205,-2.608019352,0.784201741,1.5,4,6
R_DCw9PZ052RYfQgp,1/12/2021 21:24:16,1/12/2021 21:28:23,1,246,3,3,8.5,3,3,3.921,2,2,10.5,2,2,59.895,4,4,4,1,14,1,6.716,1,7.017,1,6.865,The facial recognition software can predict a person's future actions or basic characteristics or personality tendencies.,1,none,none,1,1, ,52,6.333333492,7,7,5,1, , , , , , , , , ,6,7,1,1, ,1, ,1, ,1,matched (3),matched (3),4,3,-0.718954265,2.5,-0.268382341,0.19295463,1,0,1,4,0.718954265,-0.19295463,2.056177616,-0.618269205,-0.551841736,0.165932536,2.5,4,10
R_1KrLGtelFvkRIU7,1/12/2021 21:22:24,1/12/2021 21:32:08,1,584,1,1,12.045,1,2,21.301,3,4,20.733,1,2,12.728,1,2,2,1,9.715,1,8.198,1,9.944,1,7.23,The main point of the statements that I responded to were if I supported people using facial profiling to make a decision as far as hiring or choosing a person.,1,none,none,1,1, ,28,6,6,6,6,1,1, , , , , , , , ,3,5,3,1, ,1, ,1, ,1,matched (3),matched (3),1.666666627,5.333333492,1.614379287,1.875,-0.89338237,-1.442258,1,0,1,1.666666627,-1.614379168,1.442257881,-0.277155697,-2.951602697,0.247606009,2.636909723,1.875,1.666666627,3.125
R_2fjpPK2oEWAgo2p,1/12/2021 20:48:05,1/12/2021 20:51:36,1,210,2,2,6.867,3,2,5.839,2,2,6.886,1,2,6.802,3,3,2,1,37.464,3,10.198,1,16.609,1,8.265,I was asked how I feel about using facial recognition software in different instances.  I was also asked if I think you can judge anything about someone's personality just be their looks.,1,none,none,1,1, ,53,3.666666746,4,4,3,1, , , , , , , , , ,3,6,3,1, ,1, ,1, ,1,matched (3),matched (3),2.666666746,4.333333015,0.61437875,2,-0.76838237,-0.472077787,1.5,0,1.5,2.666666746,-0.614378989,0.472077996,0.722844481,-1.951602459,-0.555420935,1.499576926,2,2.666666746,5.333333492
R_rioLjM9JeKIVP1L,1/12/2021 20:34:04,1/12/2021 20:38:25,1,260,2,2,19.678,2,2,6.443,2,2,18.157,2,2,8.384,3,3,3,1,66.883,1,11.8,1,11.242,1,8.163,THE MAIN POINT IS THAT FACE PROFILING CAN TELL A LOT ABOUT A PERSON AND WHAT THEY ARE LIKELY TO DO IN DIFFERENT FACETS OF LIFE.,1,none,none,1,2, ,58,5,5,5,5,1, , , , , , , , , ,3,2,3,1, ,1, ,1, ,1,matched (3),matched (3),3,4,0.281045735,2,-0.76838237,-0.215950593,1,0,1,3,-0.281045735,0.215950593,1.056177735,-1.618269205,-0.811548352,1.243449569,2,3,6
R_25slqQnypPAO2md,1/12/2021 20:41:31,1/12/2021 20:47:02,1,330,5,5,8.868,5,5,4.673,3,5,8.461,4,3,9.835,5,5,4,2,25.274,4,11.438,3,21.552,1,17.941,"The main point would be that facial recognition technology might be helpful in determining bravery, honesty etc. in the banking world, police departments and military, but as far as school and intelligence I would totally disagree.",1,None,None,1,1, ,46,5,5,5,5,1, , , , , , , , , ,3,5,3,1, ,1, ,1, ,1,matched (3),matched (3),4.666666508,2.333333492,-1.385620713,4.375,1.606617689,-2.226162672,2.5,0,2.5,4.666666508,1.385620713,2.226162672,2.722844124,0.048397254,4.374569416,0.077755883,4.375,4.666666508,20.41666603
R_1DoGsqSaTsbchW0,1/12/2021 20:54:58,1/12/2021 20:58:55,1,237,3,3,11.638,3,3,5.521,2,2,8.994,3,3,37.24,3,3,3,1,48.445,1,8.355,1,12.402,1,7.666,whether or not facial recognition should be used to make determinations about people in several different scenarios,1,none,none,1,1, ,37,5,5,5,5,1, , , , , , , , , ,3,3,3,1, ,1, ,1, ,1,matched (3),matched (3),3,4,0.281045735,2.75,-0.018382354,-0.005166282,1,0,1,3,-0.281045735,0.005166282,1.056177735,-1.618269205,-0.019415032,0.029747596,2.75,3,8.25
R_2B8Vlb9MIk5cvQy,1/12/2021 20:40:42,1/12/2021 20:47:47,1,425,3,3,38.62,3,3,10.572,2,3,29.337,3,3,10.148,4,4,4,2,54.536,2,16.232,1,24.528,1,11.58,The main point of the statements that I responded to was that there are many opportunities that companies and even the military will use facial recognition to judge people's character.,1,none,none,1,1, ,68,4.666666508,6,6,2,1, , , , , , , , , ,3,6,4,1, ,1, ,1, ,1,matched (3),matched (3),4,3,-0.718954265,2.875,0.106617644,-0.076653212,1.5,0,1.5,4,0.718954265,0.076653212,2.056177616,-0.618269205,0.219224811,-0.065918408,2.875,4,11.5
R_1Kdx4obWGqt51c4,1/12/2021 20:51:58,1/12/2021 20:57:25,1,327,3,2,12.388,3,3,6.752,3,3,8.795,3,3,8.759,4,5,4,1,33.44,2,24.191,1,28.199,1,21.658,"Facial recognition software can be used in various industries and for various reasons, each with their own possible negative outcomes.  It was asking how much you supported the use in each of the given industries.",1,none,none,1,2, ,44,6,6,6,6,1, , , , , , , , , ,3,3,3,1, ,1, ,1, ,1,matched (3),matched (3),4.333333492,2.666666508,-1.052287698,2.875,0.106617644,-0.112192437,1.25,0,1.25,4.333333492,1.052287698,0.112192437,2.389511108,-0.284935772,0.25476405,-0.030379182,2.875,4.333333492,12.45833397
R_OxlGggCgRDLxjEJ,1/12/2021 18:46:54,1/12/2021 18:51:31,1,277,3,3,21.658,3,3,6.401,4,3,15.564,3,3,9.489,4,4,4,1,44.212,1,14.838,1,21.858,1,8.83,"What's being put forward is that facial profiling can determine character, intelligence, personality traits.",1,none,none,1,1, ,67,3,3,3,3,1, , , , , , , , , ,4,4,2,1, ,1, ,1, ,1,matched (3),matched (3),4,3,-0.718954265,3.125,0.356617659,-0.256391793,1,0,1,4,0.718954265,0.256391793,2.056177616,-0.618269205,0.733269274,-0.220485717,3.125,4,12.5
R_1LMSlr0XtWkdi7a,1/12/2021 17:13:47,1/12/2021 17:18:42,1,295,3,2,9.946,3,2,6.379,1,2,9.715,2,2,7.025,4,4,4,1,44.662,1,13.798,1,33.947,1,12.683,The articles proposed that a person's face can be indictive of various personality traits.,1,none,none,1,1, ,45,3, ,2,4,1, , , , , , , , , ,3,3,1,1, ,1, ,1, ,1,matched (3),matched (3),4,3,-0.718954265,2.125,-0.64338237,0.462562501,1,0,1,4,0.718954265,-0.462562501,2.056177616,-0.618269205,-1.322908401,0.397783518,2.125,4,8.5
R_VPWKbS6D958SLMB,1/12/2021 20:43:37,1/12/2021 20:47:37,1,239,4,4,9.292,3,4,5.947,3,4,7.64,4,4,7.587,3,3,2,1,27.971,3,9.367,3,16.556,1,6.118,"The main point of the statements I just responded to in the survey was in regards to facial recognition and whether or not it should be used by police, schools, banks, etc.   In this context it is using facial recognition as a first impression and predictor of latter behaviors.",1,none,none,1,2, ,52,6,6,6,6,1, , , , , , , , , ,3,5,4,1, ,1, ,1, ,1,matched (3),matched (3),2.666666746,4.333333015,0.61437875,3.75,0.98161763,0.603085041,2,0,2,2.666666746,-0.614378989,-0.60308522,0.722844481,-1.951602459,0.709556878,-1.915727377,3.75,2.666666746,10
R_3neoa6d39saHoQT,1/12/2021 21:30:24,1/12/2021 21:32:57,1,153,3,4,10.761,3,3,7.337,3,3,9.181,3,3,5.704,2,2,2,1,25.725,1,6.204,1,8.132,3,10.284,You can tell someone's characteristics just by looking at their appearance.,1,none,none,1,1, ,30,5,5,5,5,1, , , , , , , , , ,3,5,2,1, ,1, ,1, ,1,matched (3),matched (3),2,5,1.281045794,3.125,0.356617659,0.456843555,1.5,0,1.5,2,-1.281045794,-0.456843555,0.056177665,-2.618269205,0.020033948,-0.933721006,3.125,2,6.25
R_1OvjED3f3Uoqcga,1/12/2021 20:19:30,1/12/2021 20:22:17,1,166,4,4,15.094,4,4,6.7,4,4,8.928,4,4,4.858,2,2,2,1,20.13,1,6.486,1,4.858,1,5.385,Facial recognition software and baseless summarizations of character.,1,none,none,1,2, ,41,3,3,3,3,1, , , , , , , , , ,3,5,2,1, ,1, ,1, ,1,matched (3),matched (3),2,5,1.281045794,4,1.231617689,1.57775867,1,0,1,2,-1.281045794,-1.57775867,0.056177665,-2.618269205,0.069189407,-3.22470665,4,2,8
R_xyircDnfdRLCpBT,1/12/2021 19:40:46,1/12/2021 19:51:22,1,636,1,1,32.604,2,1,60.972,1,1,65.25,1,1,32.003,2,2,2,1,99.004,1,11.918,1,105.855,1,14.505,It was to determine if facial recognition software would be approved or not.,1,none,none,1,2, ,53,4,4,4,4, ,1, , , , , , , , ,5,3,1,1, ,1, ,1, ,1,matched (3),matched (3),2,5,1.281045794,1.125,-1.643382311,-2.105247974,1,0,1,2,-1.281045794,2.105247974,0.056177665,-2.618269205,-0.092321381,4.302817345,1.125,2,2.25
R_3HF7QjdhoOLqDKj,1/12/2021 21:32:10,1/12/2021 21:42:03,1,592,2,2,27.685,2,2,10.199,1,2,26.396,2,2,13.088,3,3,3,1,106.246,1,25.193,1,33.929,1,17.725,"That a facial profiling app can predict a person's potential criminality, bravery, credit worthiness, and intelligence based on that alone- and the use of this app is being considered by police, the Army, banks, and schools.",1,none,none,1,1, ,62,7,7,7,7,1, , , , , , , , , ,7,5,3,1, ,1, ,1, ,1,matched (3),matched (3),3,4,0.281045735,1.875,-0.89338237,-0.251081318,1,0,1,3,-0.281045735,0.251081318,1.056177735,-1.618269205,-0.943570554,1.44573319,1.875,3,5.625
R_25zLVHutiIcAOZq,1/12/2021 19:57:04,1/12/2021 20:00:55,1,230,3,2,10.438,3,2,5.334,3,3,8.696,2,2,6.98,3,3,3,1,26.482,2,13.254,1,8.371,2,10.559,Using facial recognition can be used to profile people when it comes to measure IQ.,1,none,none,1,2, ,37,3,3,3,3, , ,1, , , , , , , ,3,5,3,1, ,1, ,1, ,1,matched (3),matched (3),3,4,0.281045735,2.5,-0.268382341,-0.075427711,1.5,0,1.5,3,-0.281045735,0.075427711,1.056177735,-1.618269205,-0.283459455,0.434314877,2.5,3,7.5
R_2QAm5dNwh52riUg,1/12/2021 21:27:48,1/12/2021 21:34:54,1,425,2,2,9.129,1,2,12.588,3,2,28.02,2,2,38.007,1,2,2,1,69.003,1,14.519,1,19.201,1,44.637,"Differing claims about facial recognition and its uses, from detecting loan worthiness, to enhancing military recruitment.  Different institutions and their possible uses of the future technology.",1,none,none,1,2, ,38,2,1,1,4,1,1, , , , , , , , ,5,5,2,1, ,1, ,1, ,1,matched (3),matched (3),1.666666627,5.333333492,1.614379287,2,-0.76838237,-1.240460634,1,0,1,1.666666627,-1.614379168,1.240460515,-0.277155697,-2.951602697,0.212961555,2.267959595,2,1.666666627,3.333333254
R_29dgpppdQmhsOuC,1/12/2021 19:23:50,1/12/2021 19:28:21,1,271,2,2,10.68,2,1,8.534,3,3,9.315,3,2,8.09,3,3,3,1,52.589,2,15.475,1,20.76,1,8.805,"Can facial recognition software determine if someone gets a loan, commits a crime, or has a high IQ.",1,none,none,1,2, ,42,3,3,3,3,1, , , , , , , , , ,3,6,1,1, ,1, ,1, ,1,matched (3),matched (3),3,4,0.281045735,2.25,-0.51838237,-0.14568916,1.25,0,1.25,3,-0.281045735,0.14568916,1.056177735,-1.618269205,-0.547503889,0.838882208,2.25,3,6.75
R_3imp5tCxRJb2LRa,1/12/2021 20:55:11,1/12/2021 20:58:38,1,207,3,3,10.602,3,3,5.864,3,3,9.908,3,3,7.36,4,4,4,2,17.478,3,7.756,1,13.072,1,6.52,You may be able to infer certain characteristics about people by the way that they look or by facial recognition systems.,1,none,none,1,1, ,56,4,4,4,4,1, , , , , , , , , ,6,3,3,1, ,1, ,1, ,1,matched (3),matched (3),4,3,-0.718954265,3,0.231617644,-0.166522488,1.75,0,1.75,4,0.718954265,0.166522488,2.056177616,-0.618269205,0.476247013,-0.143202052,3,4,12
R_1IWcELQWkmlaNYi,1/12/2021 21:07:27,1/12/2021 21:12:36,1,309,4,4,5.753,5,4,4.205,3,4,6.492,4,4,4.24,3,3,3,4,118.038,4,6.746,2,66.346,1,4.835,I think using facial recognition can be important for identifying criminals but I think it's slightly morally questionable when it's used on unsuspecting customers or children.,1,none,none,2,2, ,30,3.333333254,4,3,3, , , , ,1, , , , , ,3,5,2,1, ,1, ,0,South Korea,1,matched (3),matched (3),3,4,0.281045735,4,1.231617689,0.346140891,2.75,0,2.75,3,-0.281045735,-0.346140891,1.056177735,-1.618269205,1.300807238,-1.993088961,4,3,12
R_2X6t70IGVeE6uUx,1/12/2021 20:55:48,1/12/2021 21:00:52,1,303,3,3,16.599,3,3,9.046,1,2,18.426,4,3,13.476,4,5,5,1,48.822,1,13.89,1,19.865,1,13.126,"The questions were regarding the use of facial recognition software for use in various industries such as police, military, banking and schools.  The questions asked if I support the use of this technology in these industries.",1,none,none,1,1, ,44,6,6,6,6,1, , , , , , , , , ,3,6,3,1, ,1, ,1, ,1,matched (3),matched (3),4.666666508,2.333333492,-1.385620713,2.75,-0.018382354,0.02547097,1,0,1,4.666666508,1.385620713,-0.02547097,2.722844124,0.048397254,-0.050052285,-0.000889655,2.75,4.666666508,12.83333302
R_3eqvIYyjGmtazxX,1/12/2021 20:45:39,1/12/2021 20:51:12,1,332,4,4,18.907,3,4,11.664,2,3,12.477,4,3,9.462,2,3,3,1,41.404,1,31.506,1,21.805,1,11.658,"New Facial recognition software has been developed to evaluate people across a number of characteristics, like criminality, courage, and trustworthiness.",1,none,none,1,2, ,43,4.666666508,5,5,4,1, , , , , , , , , ,3,5,3,1, ,1, ,1, ,1,matched (3),matched (3),2.666666746,4.333333015,0.61437875,3.375,0.60661763,0.372692972,1,0,1,2.666666746,-0.614378989,-0.372693121,0.722844481,-1.951602459,0.438490212,-1.183876514,3.375,2.666666746,9
R_1j7Lckan0jjKgXQ,1/12/2021 21:18:37,1/12/2021 21:24:28,1,350,4,3,31.526,4,4,7.629,4,4,13.101,4,4,16.531,4,5,5,2,38.947,3,19.071,1,22.083,1,9.297,A company created an app for facial recognition to determine many factors such as a person's character or bravery.,1,none,none,1,1, ,56,7,7,7,7,1, , , , , , , , , ,4,2,4,1, ,1, ,1, ,1,matched (3),matched (3),4.666666508,2.333333492,-1.385620713,3.875,1.106617689,-1.533352375,1.75,0,1.75,4.666666508,1.385620713,1.533352375,2.722844124,0.048397254,3.013147354,0.053557258,3.875,4.666666508,18.08333206
R_1IoZtUAJyYftNBH,1/12/2021 21:34:16,1/12/2021 21:38:11,1,235,2,2,12.647,2,2,7.706,1,2,10.641,1,1,8.491,5,5,5,1,29.685,1,12.325,1,24.479,1,9.534,"Facial recognition profiling is being considered in various agencies and industries across the nation, removing the human factor from incredibly important decisions.",1,none,none,1,1, ,66,6,6,6,6,1, , , , , , , , , ,3,4,3,1, ,1, ,1, ,1,matched (3),matched (3),5,2,-1.718954206,1.625,-1.143382311,1.965421796,1,0,1,5,1.718954206,-1.965421796,3.056177616,0.381730735,-3.49437952,-0.436464161,1.625,5,8.125
R_sRNZZWvXFzjUgKZ,1/12/2021 17:55:49,1/12/2021 18:06:06,1,616,2,4,24.617,4,4,24.226,2,2,20.5,4,4,9.045,5,5,4,2,58.164,1,37.957,1,33.634,2,13.861,"The main point is that facial profiling could be used to identify several traits, such as criminality, bravery, accountability, and intelligence.  However, some cases could backfire as such information could be retrieved from the wrong hands.  While some cases could be beneficial, it could also ruin an individual person's life if one receives a bad reputation and shared throughout social media.",1,none,none,1,2, ,32,4,4,4,4, , , , ,1, , , , , ,7,5,1,1, ,1, ,1, ,1,matched (3),matched (3),4.666666508,2.333333492,-1.385620713,3.25,0.481617659,-0.667339385,1.5,0,1.5,4.666666508,1.385620713,0.667339385,2.722844124,0.048397254,1.311369777,0.023308972,3.25,4.666666508,15.16666603
R_1goIdv80ILIwn3Z,1/12/2021 21:29:11,1/12/2021 21:32:08,1,177,3,2,4.328,2,1,4.5,3,2,8.037,1,1,4.71,6,5,4,5,12.813,5,4.842,4,5.876,4,4.963,It asked about the usage of facial recognition technology for various programs. It also asked how appearance is tied to character.,1,none,none,1,2, ,31,1,1,1,1,1, , , , , , , , , ,3,6,3,1, ,1, ,1, ,1,matched (3),matched (3),5,2,-1.718954206,1.875,-0.89338237,1.535683393,4.5,0,4.5,5,1.718954206,-1.535683393,3.056177616,0.381730735,-2.730335236,-0.341031522,1.875,5,9.375
R_3nUipb677DNIBxd,1/12/2021 20:16:32,1/12/2021 20:24:45,1,493,4,3,17.035,3,3,11.935,3,3,12.79,3,3,51.374,3,4,3,1,60.963,1,18.585,1,26.942,1,12.869,"Facial recognition can be used to determine a persons likelihood of committing a crime, ability to perform well for the military, and how well academically you perform.",1,none,none,1,1, ,34,6,6,6,6,1, , , , , , , , , ,7,2,2,1, ,1, ,1, ,1,matched (3),matched (3),3.333333254,3.666666746,-0.052287512,3.125,0.356617659,-0.01864665,1,0,1,3.333333254,0.052287508,0.018646648,1.389510989,-1.284935951,0.495524168,-0.458230853,3.125,3.333333254,10.41666603
R_2QLOeO9pUlbXAS8,1/12/2021 20:39:36,1/12/2021 20:47:08,1,451,2,2,4.974,2,2,10.381,3,2,9.566,2,3,35.266,2,3,2,2,30.156,2,8.887,1,13.735,3,10.436,"They were mainly about utilizing facial recognition technology in a variety of circumstances and how much I would support each of them.  They gave me options such as to use it in school, if police officers used it, and how much I would support the military using more facial recognition technology.",1,none,none,1,2, ,30,2,2,2,2,1, , , , , , , , , ,7,3,3,1, ,1, ,1, ,1,matched (3),matched (3),2.333333254,4.666666985,0.947712719,2.25,-0.51838237,-0.491277575,2,0,2,2.333333254,-0.947712481,0.491277456,0.389510989,-2.284935951,-0.201915637,1.184470534,2.25,2.333333254,5.25
R_1DouOQPkQH2eBlo,1/12/2021 17:38:48,1/12/2021 17:41:53,1,185,4,5,8.663,4,4,5.733,2,5,6.984,4,4,7.9,3,3,3,1,20.718,1,13.8,1,13.075,1,9.843,that facial recognition scores can determine different attributes,1,none,none,1,1, ,39,5.666666508,6,6,5,1, , , , , , , , , ,1,3,3,1, ,1, ,1, ,1,matched (3),matched (3),3,4,0.281045735,4,1.231617689,0.346140891,1,0,1,3,-0.281045735,-0.346140891,1.056177735,-1.618269205,1.300807238,-1.993088961,4,3,12
R_2DRCSkDfwUUqtvl,1/12/2021 18:48:26,1/12/2021 18:52:45,1,259,2,2,8.207,2,2,5.67,1,1,8.008,2,1,7.894,1,1,1,1,24.729,1,15.396,1,19.825,1,10.187,"Various entities, financial institutions, US military, US schools and police are thinking of using facial technology to implement their goals. I was asked if I agreed with their being allowed to use facial technology and I did not.",1,none,none,1,1, ,34,1.666666627,1,1,3, , ,1, , , , , , , ,3,5,2,1, ,1, ,1, ,1,matched (3),matched (3),1,6,2.281045675,1.625,-1.143382311,-2.608107328,1,0,1,1,-2.281045675,2.608107328,-0.943822205,-3.618269205,1.079149604,4.137064934,1.625,1,1.625
R_1l5BpXTFp47zbdE,1/12/2021 19:32:44,1/12/2021 19:36:14,1,209,4,4,5.966,3,3,6.24,2,4,5.873,3,3,6.974,2,2,2,1,18.883,1,9.114,1,7.244,1,5.986,"Facial analyzing software is being developed that claims to revolutionize different industries. For example, it can be used be police to infer the likelihood that someone will cause trouble. It can be used by banks to infer the likelihood that someone will be able to manage their loans and finances. And can be used by schools to infer how students will perform.",1,none,none,1,2, ,34,1.666666627,2,2,1,1, , , , , , , , , ,3,5,3,1, ,1, ,1, ,1,matched (3),matched (3),2,5,1.281045794,3.25,0.481617659,0.616974294,1,0,1,2,-1.281045794,-0.616974294,0.056177665,-2.618269205,0.027056156,-1.261004686,3.25,2,6.5
R_2Ec34AFPD4JqJRq,1/12/2021 20:30:34,1/12/2021 20:32:01,1,87,3,4,4.124,2,4,3.987,4,3,3.71,2,3,3.677,5,3,4,3,5.179,5,5.094,4,5.336,3,5.046,answer questions,1,none,none,1,2, ,45,4,4,4,4,1, , , , , , , , , ,3,3,2,1, ,1, ,1, ,1,matched (3),matched (3),4,3,-0.718954265,3.125,0.356617659,-0.256391793,3.75,1,3.75,4,0.718954265,0.256391793,2.056177616,-0.618269205,0.733269274,-0.220485717,3.125,4,12.5
R_O1KBcmEjRJ81NS1,1/12/2021 20:56:17,1/12/2021 21:00:45,1,268,3,3,13.868,3,4,7.58,3,3,12.295,2,2,7.504,5,5,5,1,31.294,2,12.734,1,30.661,2,20.257,"Facial scanning programs are being accessed for use in Military, banks, schools and law enforcement to make decisions about people based on facial features.",1,none,none,1,1, ,45,4.666666508,5,4,5,1, , , , , , , , , ,5,2,4,1, ,1, ,1, ,1,matched (3),matched (3),5,2,-1.718954206,2.875,0.106617644,-0.183270842,1.5,0,1.5,5,1.718954206,0.183270842,3.056177616,0.381730735,0.32584247,0.040699232,2.875,5,14.375
R_1LRHZ4WdaFnMZHC,1/12/2021 21:28:49,1/12/2021 21:31:43,1,174,1,1,7.732,1,1,5.09,1,1,7.074,1,1,8.034,1,1,1,1,24.032,1,9.892,1,17.565,1,9.334,I was asked about my support level for using facial recognition software in different industries.,1,none,none,1,2, ,40,1,1,1,1,1, , , , , , , , , ,3,5,3,1, ,1, ,1, ,1,matched (3),matched (3),1,6,2.281045675,1,-1.768382311,-4.033761024,1,0,1,1,-2.281045675,4.033761024,-0.943822205,-3.618269205,1.669038534,6.398483276,1,1,1
R_2azyRPUxJEDUvKi,1/12/2021 21:18:24,1/12/2021 21:23:14,1,290,3,3,12.739,3,3,6.623,3,5,17.943,3,3,29.298,2,2,2,3,11.825,2,35.178,3,8.867,1,7.35,asking my opinion of how I feel about how people look and facial recognition to judge people for different characteristics.,0,5,6,1,1, ,30,4,4,4,4,1, , , , , , , , , ,5,4,2,1, ,1, ,1, ,1,matched (3),matched (3),2,5,1.281045794,3.25,0.481617659,0.616974294,2.25,0,2.25,2,-1.281045794,-0.616974294,0.056177665,-2.618269205,0.027056156,-1.261004686,3.25,2,6.5
R_paX7Oxb1HIJZfvb,1/12/2021 20:37:54,1/12/2021 20:41:42,1,228,5,4,6.774,5,4,9.468,2,5,7.228,5,2,20.487,4,4,4,1,46.474,1,9.51,1,11.589,2,24.508,"Regarding a new facial recognition software that estimates a persons traits, the questions were how I would support it in various scenarios.",1,none,none,1,2, ,49,1,1,1,1,1, , , , , , , , , ,3,5,3,1, ,1, ,1, ,1,matched (3),matched (3),4,3,-0.718954265,4,1.231617689,-0.885476768,1.25,0,1.25,4,0.718954265,0.885476768,2.056177616,-0.618269205,2.532424688,-0.761471272,4,4,16
R_sdtYLyNert9XnOx,1/12/2021 19:54:54,1/12/2021 19:56:40,1,105,4,4,4.201,1,5,7.91,3,4,4.437,3,4,5.873,3,3,4,1,9.418,2,6.285,1,9.6,1,5.98,They want to use photographs to predict outcomes to prevent bad ones.,1,none,none,1,1, ,36,4,4,4,4, , , , ,1, , , , , ,1,6,3,1, ,1, ,1, ,1,matched (3),matched (3),3.333333254,3.666666746,-0.052287512,3.5,0.73161763,-0.038254466,1.25,0,1.25,3.333333254,0.052287508,0.038254462,1.389510989,-1.284935951,1.016590714,-0.940081775,3.5,3.333333254,11.66666603
R_UMVNWgQRas7DWIF,1/12/2021 21:30:48,1/12/2021 21:36:13,1,325,3,3,12.111,3,3,8.679,3,3,9.38,3,3,7.922,3,3,3,1,23.195,1,15.06,1,21.685,1,12.301,The main point of the statements that I just responded to in the survey where about facial recognition and how companies want to use them to judge people based on their appearance.,0,4 or 5,10,1,2, ,30,4,4,4,4, , ,1, , , , , , , ,5,2,3,1, ,1, ,1, ,1,matched (3),matched (3),3,4,0.281045735,3,0.231617644,0.065095149,1,0,1,3,-0.281045735,-0.065095149,1.056177735,-1.618269205,0.244629398,-0.374819696,3,3,9
R_2dzpO4Zm3Dc9G49,1/12/2021 21:20:08,1/12/2021 21:22:40,1,151,2,2,6.72,2,2,4.782,1,1,8.836,1,1,5.312,3,3,3,1,23.012,1,11.967,1,14.84,1,6.169,Companies and organizations want to use facial profiling to make judges about someone's character or abilities.,1,none,none,1,1, ,31,5,5,5,5,1, , , , , , , , , ,6,5,3,1, ,1, ,1, ,1,matched (3),matched (3),3,4,0.281045735,1.5,-1.268382311,-0.356473446,1,0,1,3,-0.281045735,0.356473446,1.056177735,-1.618269205,-1.33963716,2.052583933,1.5,3,4.5
